Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Median Home Value,B25077_001,Home Values (Median),American Community Survey,acs/acs5,B25077_001,2021,2020,tract
Median Home Value,B25077_001,Home Values (Median),American Community Survey,acs/acs5,B25077_001,2020,2020,tract
