GEO_ID,value,state,MarginOfError,county,sample_level,Geo_Name,variable_code,variable_name,variable_category,year_sample,dataset,census_geom_year,TRPAID
32005,1688,32,,005,County,Douglas County,P012037,Female: 35 to 39 years,Age,2000,dec/sf1,2000,320052000
32031,13513,32,,031,County,Washoe County,P012037,Female: 35 to 39 years,Age,2000,dec/sf1,2000,320312000
32510,1814,32,,510,County,Carson City County,P012037,Female: 35 to 39 years,Age,2000,dec/sf1,2000,325102000
06000,1384450,06,,000,State,CA,P012037,Female: 35 to 39 years,Age,2000,dec/sf1,2000,060002000
32000,78876,32,,000,State,NV,P012037,Female: 35 to 39 years,Age,2000,dec/sf1,2000,320002000
06017,7786,06,,017,County,El Dorado County,P012038,Female: 40 to 44 years,Age,2000,dec/sf1,2000,060172000
06061,11394,06,,061,County,Placer County,P012038,Female: 40 to 44 years,Age,2000,dec/sf1,2000,060612000
32005,1877,32,,005,County,Douglas County,P012038,Female: 40 to 44 years,Age,2000,dec/sf1,2000,320052000
32031,13903,32,,031,County,Washoe County,P012038,Female: 40 to 44 years,Age,2000,dec/sf1,2000,320312000
32510,1908,32,,510,County,Carson City County,P012038,Female: 40 to 44 years,Age,2000,dec/sf1,2000,325102000
06000,1328397,06,,000,State,CA,P012038,Female: 40 to 44 years,Age,2000,dec/sf1,2000,060002000
32000,75379,32,,000,State,NV,P012038,Female: 40 to 44 years,Age,2000,dec/sf1,2000,320002000
06017,7212,06,,017,County,El Dorado County,P012039,Female: 45 to 49 years,Age,2000,dec/sf1,2000,060172000
06061,10223,06,,061,County,Placer County,P012039,Female: 45 to 49 years,Age,2000,dec/sf1,2000,060612000
32005,1787,32,,005,County,Douglas County,P012039,Female: 45 to 49 years,Age,2000,dec/sf1,2000,320052000
32031,13018,32,,031,County,Washoe County,P012039,Female: 45 to 49 years,Age,2000,dec/sf1,2000,320312000
32510,1926,32,,510,County,Carson City County,P012039,Female: 45 to 49 years,Age,2000,dec/sf1,2000,325102000
06000,1178835,06,,000,State,CA,P012039,Female: 45 to 49 years,Age,2000,dec/sf1,2000,060002000
32000,69074,32,,000,State,NV,P012039,Female: 45 to 49 years,Age,2000,dec/sf1,2000,320002000
06017,5970,06,,017,County,El Dorado County,P012040,Female: 50 to 54 years,Age,2000,dec/sf1,2000,060172000
06061,8753,06,,061,County,Placer County,P012040,Female: 50 to 54 years,Age,2000,dec/sf1,2000,060612000
32005,1651,32,,005,County,Douglas County,P012040,Female: 50 to 54 years,Age,2000,dec/sf1,2000,320052000
32031,11472,32,,031,County,Washoe County,P012040,Female: 50 to 54 years,Age,2000,dec/sf1,2000,320312000
32510,1841,32,,510,County,Carson City County,P012040,Female: 50 to 54 years,Age,2000,dec/sf1,2000,325102000
06000,1019039,06,,000,State,CA,P012040,Female: 50 to 54 years,Age,2000,dec/sf1,2000,060002000
32000,64320,32,,000,State,NV,P012040,Female: 50 to 54 years,Age,2000,dec/sf1,2000,320002000
06017,4344,06,,017,County,El Dorado County,P012041,Female: 55 to 59 years,Age,2000,dec/sf1,2000,060172000
06061,6538,06,,061,County,Placer County,P012041,Female: 55 to 59 years,Age,2000,dec/sf1,2000,060612000
32005,1372,32,,005,County,Douglas County,P012041,Female: 55 to 59 years,Age,2000,dec/sf1,2000,320052000
32031,8620,32,,031,County,Washoe County,P012041,Female: 55 to 59 years,Age,2000,dec/sf1,2000,320312000
32510,1454,32,,510,County,Carson City County,P012041,Female: 55 to 59 years,Age,2000,dec/sf1,2000,325102000
06000,756049,06,,000,State,CA,P012041,Female: 55 to 59 years,Age,2000,dec/sf1,2000,060002000
32000,52557,32,,000,State,NV,P012041,Female: 55 to 59 years,Age,2000,dec/sf1,2000,320002000
06017,1409,06,,017,County,El Dorado County,P012042,Female: 60 and 61 years,Age,2000,dec/sf1,2000,060172000
06061,2198,06,,061,County,Placer County,P012042,Female: 60 and 61 years,Age,2000,dec/sf1,2000,060612000
32005,432,32,,005,County,Douglas County,P012042,Female: 60 and 61 years,Age,2000,dec/sf1,2000,320052000
32031,2842,32,,031,County,Washoe County,P012042,Female: 60 and 61 years,Age,2000,dec/sf1,2000,320312000
32510,480,32,,510,County,Carson City County,P012042,Female: 60 and 61 years,Age,2000,dec/sf1,2000,325102000
06000,253832,06,,000,State,CA,P012042,Female: 60 and 61 years,Age,2000,dec/sf1,2000,060002000
32000,17786,32,,000,State,NV,P012042,Female: 60 and 61 years,Age,2000,dec/sf1,2000,320002000
06017,1957,06,,017,County,El Dorado County,P012043,Female: 62 to 64 years,Age,2000,dec/sf1,2000,060172000
06061,3073,06,,061,County,Placer County,P012043,Female: 62 to 64 years,Age,2000,dec/sf1,2000,060612000
32005,668,32,,005,County,Douglas County,P012043,Female: 62 to 64 years,Age,2000,dec/sf1,2000,320052000
32031,3746,32,,031,County,Washoe County,P012043,Female: 62 to 64 years,Age,2000,dec/sf1,2000,320312000
32510,705,32,,510,County,Carson City County,P012043,Female: 62 to 64 years,Age,2000,dec/sf1,2000,325102000
06000,346904,06,,000,State,CA,P012043,Female: 62 to 64 years,Age,2000,dec/sf1,2000,060002000
32000,24273,32,,000,State,NV,P012043,Female: 62 to 64 years,Age,2000,dec/sf1,2000,320002000
06017,1197,06,,017,County,El Dorado County,P012044,Female: 65 and 66 years,Age,2000,dec/sf1,2000,060172000
06061,1987,06,,061,County,Placer County,P012044,Female: 65 and 66 years,Age,2000,dec/sf1,2000,060612000
32005,384,32,,005,County,Douglas County,P012044,Female: 65 and 66 years,Age,2000,dec/sf1,2000,320052000
32031,2290,32,,031,County,Washoe County,P012044,Female: 65 and 66 years,Age,2000,dec/sf1,2000,320312000
32510,472,32,,510,County,Carson City County,P012044,Female: 65 and 66 years,Age,2000,dec/sf1,2000,325102000
06000,216808,06,,000,State,CA,P012044,Female: 65 and 66 years,Age,2000,dec/sf1,2000,060002000
32000,14878,32,,000,State,NV,P012044,Female: 65 and 66 years,Age,2000,dec/sf1,2000,320002000
06017,1756,06,,017,County,El Dorado County,P012045,Female: 67 to 69 years,Age,2000,dec/sf1,2000,060172000
06061,2838,06,,061,County,Placer County,P012045,Female: 67 to 69 years,Age,2000,dec/sf1,2000,060612000
32005,573,32,,005,County,Douglas County,P012045,Female: 67 to 69 years,Age,2000,dec/sf1,2000,320052000
32031,3142,32,,031,County,Washoe County,P012045,Female: 67 to 69 years,Age,2000,dec/sf1,2000,320312000
32510,582,32,,510,County,Carson City County,P012045,Female: 67 to 69 years,Age,2000,dec/sf1,2000,325102000
06000,310951,06,,000,State,CA,P012045,Female: 67 to 69 years,Age,2000,dec/sf1,2000,060002000
32000,20620,32,,000,State,NV,P012045,Female: 67 to 69 years,Age,2000,dec/sf1,2000,320002000
06017,2631,06,,017,County,El Dorado County,P012046,Female: 70 to 74 years,Age,2000,dec/sf1,2000,060172000
06061,4322,06,,061,County,Placer County,P012046,Female: 70 to 74 years,Age,2000,dec/sf1,2000,060612000
32005,886,32,,005,County,Douglas County,P012046,Female: 70 to 74 years,Age,2000,dec/sf1,2000,320052000
32031,5010,32,,031,County,Washoe County,P012046,Female: 70 to 74 years,Age,2000,dec/sf1,2000,320312000
32510,1173,32,,510,County,Carson City County,P012046,Female: 70 to 74 years,Age,2000,dec/sf1,2000,325102000
06000,505361,06,,000,State,CA,P012046,Female: 70 to 74 years,Age,2000,dec/sf1,2000,060002000
32000,31112,32,,000,State,NV,P012046,Female: 70 to 74 years,Age,2000,dec/sf1,2000,320002000
06017,2212,06,,017,County,El Dorado County,P012047,Female: 75 to 79 years,Age,2000,dec/sf1,2000,060172000
06061,4084,06,,061,County,Placer County,P012047,Female: 75 to 79 years,Age,2000,dec/sf1,2000,060612000
32005,655,32,,005,County,Douglas County,P012047,Female: 75 to 79 years,Age,2000,dec/sf1,2000,320052000
32031,4207,32,,031,County,Washoe County,P012047,Female: 75 to 79 years,Age,2000,dec/sf1,2000,320312000
32510,970,32,,510,County,Carson City County,P012047,Female: 75 to 79 years,Age,2000,dec/sf1,2000,325102000
06000,451664,06,,000,State,CA,P012047,Female: 75 to 79 years,Age,2000,dec/sf1,2000,060002000
32000,24272,32,,000,State,NV,P012047,Female: 75 to 79 years,Age,2000,dec/sf1,2000,320002000
06017,1457,06,,017,County,El Dorado County,P012048,Female: 80 to 84 years,Age,2000,dec/sf1,2000,060172000
06061,2618,06,,061,County,Placer County,P012048,Female: 80 to 84 years,Age,2000,dec/sf1,2000,060612000
32005,349,32,,005,County,Douglas County,P012048,Female: 80 to 84 years,Age,2000,dec/sf1,2000,320052000
32031,2648,32,,031,County,Washoe County,P012048,Female: 80 to 84 years,Age,2000,dec/sf1,2000,320312000
32510,675,32,,510,County,Carson City County,P012048,Female: 80 to 84 years,Age,2000,dec/sf1,2000,325102000
06000,305525,06,,000,State,CA,P012048,Female: 80 to 84 years,Age,2000,dec/sf1,2000,060002000
32000,14734,32,,000,State,NV,P012048,Female: 80 to 84 years,Age,2000,dec/sf1,2000,320002000
06017,1165,06,,017,County,El Dorado County,P012049,Female: 85 years and over,Age,2000,dec/sf1,2000,060172000
06061,2534,06,,061,County,Placer County,P012049,Female: 85 years and over,Age,2000,dec/sf1,2000,060612000
32005,274,32,,005,County,Douglas County,P012049,Female: 85 years and over,Age,2000,dec/sf1,2000,320052000
32031,2355,32,,031,County,Washoe County,P012049,Female: 85 years and over,Age,2000,dec/sf1,2000,320312000
32510,548,32,,510,County,Carson City County,P012049,Female: 85 years and over,Age,2000,dec/sf1,2000,325102000
06000,291475,06,,000,State,CA,P012049,Female: 85 years and over,Age,2000,dec/sf1,2000,060002000
32000,11345,32,,000,State,NV,P012049,Female: 85 years and over,Age,2000,dec/sf1,2000,320002000
39900,214788,00,,000,MSA,Reno-Sparks MSA,P012002,Male: Total,Age,2010,dec/sf1,2010,399002010
40900,1053450,00,,000,MSA,Sacramento MSA,P012002,Male: Total,Age,2010,dec/sf1,2010,409002010
488,3702450,00,,000,MSA,Sanfranciso CMSA,P012002,Male: Total,Age,2010,dec/sf1,2010,4882010
06017,90571,06,,017,County,El Dorado County,P012002,Male: Total,Age,2010,dec/sf1,2010,060172010
06061,170151,06,,061,County,Placer County,P012002,Male: Total,Age,2010,dec/sf1,2010,060612010
32005,23481,32,,005,County,Douglas County,P012002,Male: Total,Age,2010,dec/sf1,2010,320052010
32031,212744,32,,031,County,Washoe County,P012002,Male: Total,Age,2010,dec/sf1,2010,320312010
32510,28688,32,,510,County,Carson City County,P012002,Male: Total,Age,2010,dec/sf1,2010,325102010
06000,18517830,06,,000,State,CA,P012002,Male: Total,Age,2010,dec/sf1,2010,060002010
32000,1363616,32,,000,State,NV,P012002,Male: Total,Age,2010,dec/sf1,2010,320002010
39900,14437,00,,000,MSA,Reno-Sparks MSA,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,399002010
40900,73581,00,,000,MSA,Sacramento MSA,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,409002010
488,238902,00,,000,MSA,Sanfranciso CMSA,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,4882010
06017,4870,06,,017,County,El Dorado County,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,060172010
06061,10613,06,,061,County,Placer County,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,060612010
32005,1229,32,,005,County,Douglas County,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,320052010
32031,14345,32,,031,County,Washoe County,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,320312010
32510,1677,32,,510,County,Carson City County,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,325102010
06000,1294056,06,,000,State,CA,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,060002010
32000,95772,32,,000,State,NV,P012003,Male: Under 5 years,Age,2010,dec/sf1,2010,320002010
39900,14158,00,,000,MSA,Reno-Sparks MSA,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,399002010
40900,73958,00,,000,MSA,Sacramento MSA,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,409002010
488,235884,00,,000,MSA,Sanfranciso CMSA,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,4882010
06017,5664,06,,017,County,El Dorado County,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,060172010
06061,12077,06,,061,County,Placer County,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,060612010
32005,1304,32,,005,County,Douglas County,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,320052010
32031,14071,32,,031,County,Washoe County,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,320312010
32510,1621,32,,510,County,Carson City County,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,325102010
06000,1279563,06,,000,State,CA,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,060002010
32000,93773,32,,000,State,NV,P012004,Male: 5 to 9 years,Age,2010,dec/sf1,2010,320002010
39900,14377,00,,000,MSA,Reno-Sparks MSA,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,399002010
40900,76769,00,,000,MSA,Sacramento MSA,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,409002010
488,229850,00,,000,MSA,Sanfranciso CMSA,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,4882010
06017,6410,06,,017,County,El Dorado County,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,060172010
06061,12686,06,,061,County,Placer County,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,060612010
32005,1428,32,,005,County,Douglas County,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,320052010
32031,14259,32,,031,County,Washoe County,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,320312010
32510,1673,32,,510,County,Carson City County,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,325102010
06000,1325915,06,,000,State,CA,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,060002010
32000,93672,32,,000,State,NV,P012005,Male: 10 to 14 years,Age,2010,dec/sf1,2010,320002010
39900,8602,00,,000,MSA,Reno-Sparks MSA,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,399002010
40900,49248,00,,000,MSA,Sacramento MSA,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,409002010
488,145239,00,,000,MSA,Sanfranciso CMSA,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,4882010
06017,4128,06,,017,County,El Dorado County,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,060172010
06061,7978,06,,061,County,Placer County,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,060612010
32005,949,32,,005,County,Douglas County,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,320052010
32031,8512,32,,031,County,Washoe County,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,320312010
32510,1081,32,,510,County,Carson City County,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,325102010
06000,857058,06,,000,State,CA,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,060002010
32000,57241,32,,000,State,NV,P012006,Male: 15 to 17 years,Age,2010,dec/sf1,2010,320002010
39900,6474,00,,000,MSA,Reno-Sparks MSA,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,399002010
40900,33407,00,,000,MSA,Sacramento MSA,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,409002010
488,100018,00,,000,MSA,Sanfranciso CMSA,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,4882010
06017,2415,06,,017,County,El Dorado County,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,060172010
06061,4534,06,,061,County,Placer County,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,060612010
32005,511,32,,005,County,Douglas County,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,320052010
32031,6439,32,,031,County,Washoe County,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,320312010
32510,700,32,,510,County,Carson City County,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,325102010
06000,598024,06,,000,State,CA,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,060002010
32000,36832,32,,000,State,NV,P012007,Male: 18 and 19 years,Age,2010,dec/sf1,2010,320002010
39900,3377,00,,000,MSA,Reno-Sparks MSA,P012008,Male: 20 years,Age,2010,dec/sf1,2010,399002010
40900,16462,00,,000,MSA,Sacramento MSA,P012008,Male: 20 years,Age,2010,dec/sf1,2010,409002010
488,50607,00,,000,MSA,Sanfranciso CMSA,P012008,Male: 20 years,Age,2010,dec/sf1,2010,4882010
06017,1055,06,,017,County,El Dorado County,P012008,Male: 20 years,Age,2010,dec/sf1,2010,060172010
06061,2053,06,,061,County,Placer County,P012008,Male: 20 years,Age,2010,dec/sf1,2010,060612010
32005,233,32,,005,County,Douglas County,P012008,Male: 20 years,Age,2010,dec/sf1,2010,320052010
32031,3367,32,,031,County,Washoe County,P012008,Male: 20 years,Age,2010,dec/sf1,2010,320312010
32510,347,32,,510,County,Carson City County,P012008,Male: 20 years,Age,2010,dec/sf1,2010,325102010
06000,298655,06,,000,State,CA,P012008,Male: 20 years,Age,2010,dec/sf1,2010,060002010
32000,18271,32,,000,State,NV,P012008,Male: 20 years,Age,2010,dec/sf1,2010,320002010
39900,3305,00,,000,MSA,Reno-Sparks MSA,P012009,Male: 21 years,Age,2010,dec/sf1,2010,399002010
40900,15973,00,,000,MSA,Sacramento MSA,P012009,Male: 21 years,Age,2010,dec/sf1,2010,409002010
488,49165,00,,000,MSA,Sanfranciso CMSA,P012009,Male: 21 years,Age,2010,dec/sf1,2010,4882010
06017,963,06,,017,County,El Dorado County,P012009,Male: 21 years,Age,2010,dec/sf1,2010,060172010
06061,1846,06,,061,County,Placer County,P012009,Male: 21 years,Age,2010,dec/sf1,2010,060612010
32005,222,32,,005,County,Douglas County,P012009,Male: 21 years,Age,2010,dec/sf1,2010,320052010
32031,3288,32,,031,County,Washoe County,P012009,Male: 21 years,Age,2010,dec/sf1,2010,320312010
32510,326,32,,510,County,Carson City County,P012009,Male: 21 years,Age,2010,dec/sf1,2010,325102010
06000,289108,06,,000,State,CA,P012009,Male: 21 years,Age,2010,dec/sf1,2010,060002010
32000,17649,32,,000,State,NV,P012009,Male: 21 years,Age,2010,dec/sf1,2010,320002010
39900,9817,00,,000,MSA,Reno-Sparks MSA,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,399002010
40900,46139,00,,000,MSA,Sacramento MSA,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,409002010
488,152847,00,,000,MSA,Sanfranciso CMSA,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,4882010
06017,2871,06,,017,County,El Dorado County,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,060172010
06061,5427,06,,061,County,Placer County,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,060612010
32005,602,32,,005,County,Douglas County,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,320052010
32031,9771,32,,031,County,Washoe County,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,320312010
32510,1124,32,,510,County,Carson City County,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,325102010
06000,853022,06,,000,State,CA,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,060002010
32000,55228,32,,000,State,NV,P012010,Male: 22 to 24 years,Age,2010,dec/sf1,2010,320002010
39900,15217,00,,000,MSA,Reno-Sparks MSA,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,399002010
40900,75738,00,,000,MSA,Sacramento MSA,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,409002010
488,279518,00,,000,MSA,Sanfranciso CMSA,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,4882010
06017,4544,06,,017,County,El Dorado County,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,060172010
06061,9849,06,,061,County,Placer County,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,060612010
32005,1072,32,,005,County,Douglas County,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,320052010
32031,15153,32,,031,County,Washoe County,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,320312010
32510,1993,32,,510,County,Carson City County,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,325102010
06000,1408698,06,,000,State,CA,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,060002010
32000,100301,32,,000,State,NV,P012011,Male: 25 to 29 years,Age,2010,dec/sf1,2010,320002010
39900,13784,00,,000,MSA,Reno-Sparks MSA,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,399002010
40900,69969,00,,000,MSA,Sacramento MSA,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,409002010
488,273751,00,,000,MSA,Sanfranciso CMSA,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,4882010
06017,4302,06,,017,County,El Dorado County,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,060172010
06061,9737,06,,061,County,Placer County,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,060612010
32005,1057,32,,005,County,Douglas County,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,320052010
32031,13703,32,,031,County,Washoe County,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,320312010
32510,1835,32,,510,County,Carson City County,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,325102010
06000,1304347,06,,000,State,CA,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,060002010
32000,97802,32,,000,State,NV,P012012,Male: 30 to 34 years,Age,2010,dec/sf1,2010,320002010
39900,13724,00,,000,MSA,Reno-Sparks MSA,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,399002010
40900,68771,00,,000,MSA,Sacramento MSA,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,409002010
488,277984,00,,000,MSA,Sanfranciso CMSA,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,4882010
06017,4954,06,,017,County,El Dorado County,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,060172010
06061,10623,06,,061,County,Placer County,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,060612010
32005,1114,32,,005,County,Douglas County,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,320052010
32031,13632,32,,031,County,Washoe County,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,320312010
32510,1763,32,,510,County,Carson City County,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,325102010
06000,1291370,06,,000,State,CA,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,060002010
32000,97965,32,,000,State,NV,P012013,Male: 35 to 39 years,Age,2010,dec/sf1,2010,320002010
39900,14772,00,,000,MSA,Reno-Sparks MSA,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,399002010
40900,71631,00,,000,MSA,Sacramento MSA,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,409002010
488,281074,00,,000,MSA,Sanfranciso CMSA,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,4882010
06017,5974,06,,017,County,El Dorado County,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,060172010
06061,11977,06,,061,County,Placer County,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,060612010
32005,1385,32,,005,County,Douglas County,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,320052010
32031,14679,32,,031,County,Washoe County,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,320312010
32510,2108,32,,510,County,Carson City County,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,325102010
06000,1313323,06,,000,State,CA,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,060002010
32000,99225,32,,000,State,NV,P012014,Male: 40 to 44 years,Age,2010,dec/sf1,2010,320002010
39900,15810,00,,000,MSA,Reno-Sparks MSA,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,399002010
40900,77313,00,,000,MSA,Sacramento MSA,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,409002010
488,287309,00,,000,MSA,Sanfranciso CMSA,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,4882010
06017,7521,06,,017,County,El Dorado County,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,060172010
06061,13344,06,,061,County,Placer County,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,060612010
32005,1712,32,,005,County,Douglas County,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,320052010
32031,15628,32,,031,County,Washoe County,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,320312010
32510,2273,32,,510,County,Carson City County,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,325102010
06000,1341984,06,,000,State,CA,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,060002010
32000,99524,32,,000,State,NV,P012015,Male: 45 to 49 years,Age,2010,dec/sf1,2010,320002010
39900,15609,00,,000,MSA,Reno-Sparks MSA,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,399002010
40900,74386,00,,000,MSA,Sacramento MSA,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,409002010
488,272370,00,,000,MSA,Sanfranciso CMSA,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,4882010
06017,8310,06,,017,County,El Dorado County,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,060172010
06061,12712,06,,061,County,Placer County,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,060612010
32005,1953,32,,005,County,Douglas County,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,320052010
32031,15384,32,,031,County,Washoe County,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,320312010
32510,2229,32,,510,County,Carson City County,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,325102010
06000,1266543,06,,000,State,CA,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,060002010
32000,92136,32,,000,State,NV,P012016,Male: 50 to 54 years,Age,2010,dec/sf1,2010,320002010
39900,14150,00,,000,MSA,Reno-Sparks MSA,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,399002010
40900,64310,00,,000,MSA,Sacramento MSA,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,409002010
488,236071,00,,000,MSA,Sanfranciso CMSA,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,4882010
06017,7501,06,,017,County,El Dorado County,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,060172010
06061,11047,06,,061,County,Placer County,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,060612010
32005,1995,32,,005,County,Douglas County,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,320052010
32031,13953,32,,031,County,Washoe County,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,320312010
32510,1985,32,,510,County,Carson City County,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,325102010
06000,1069976,06,,000,State,CA,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,060002010
32000,80947,32,,000,State,NV,P012017,Male: 55 to 59 years,Age,2010,dec/sf1,2010,320002010
39900,5380,00,,000,MSA,Reno-Sparks MSA,P012018,Male: 60 and 61 years,Age,2010,dec/sf1,2010,399002010
40900,22964,00,,000,MSA,Sacramento MSA,P012018,Male: 60 and 61 years,Age,2010,dec/sf1,2010,409002010
488,85623,00,,000,MSA,Sanfranciso CMSA,P012018,Male: 60 and 61 years,Age,2010,dec/sf1,2010,4882010
06017,2763,06,,017,County,El Dorado County,P012018,Male: 60 and 61 years,Age,2010,dec/sf1,2010,060172010
